id,date,version,value
57,2009-03-09 12:41:03,less fit and older,67.88256805207446
58,2009-03-11 15:40:20,young fit runners,7.356723173714553
59,2009-03-14 08:42:02,less fit and older,14.988667980661951
60,2009-03-18 17:02:28,less fit and older,23.41141718859019
61,2009-03-20 21:44:14,young fit runners,0.40893782661827194
62,2009-03-07 20:02:26,less fit and older,8.372866307081217
63,2009-03-12 20:03:21,young fit runners,51.06627075203125
64,2009-03-23 20:29:57,less fit and older,68.21729950064358
65,2009-03-08 23:37:55,less fit and older,53.165191533285196
66,2009-03-16 07:34:55,young fit runners,17.542012694536968
67,2009-03-29 20:05:05,young fit runners,30.20097857531445
68,2009-03-24 13:11:22,less fit and older,26.38698318855569
69,2009-03-23 07:24:47,young fit runners,81.76322053245713
70,2009-03-06 10:47:27,less fit and older,6.364297748930636
71,2009-03-29 16:31:39,young fit runners,13.48619420660474
72,2009-03-10 18:43:48,young fit runners,3.2113419151118983
73,2009-03-25 14:27:47,young fit runners,41.90889904209429
74,2009-03-16 00:32:30,less fit and older,69.27784808603109
75,2009-03-17 11:06:49,less fit and older,77.48603586974149
76,2009-03-24 16:41:06,young fit runners,51.029765582982854
77,2009-03-13 10:31:14,young fit runners,60.18572230805589
78,2009-03-07 05:38:06,less fit and older,91.55272752752069
79,2009-03-24 08:48:24,less fit and older,81.82674648314025
80,2009-03-30 04:54:11,young fit runners,59.97009043383294
81,2009-03-03 12:00:36,young fit runners,40.08817215765359
82,2009-03-25 02:52:29,less fit and older,24.628499565682528
83,2009-03-12 08:43:34,young fit runners,6.724249647884795
84,2009-03-05 12:28:29,less fit and older,90.25858721990411
85,2009-03-29 05:52:29,less fit and older,57.00890015780278
86,2009-03-03 00:07:37,young fit runners,85.17667642143832
87,2009-03-15 16:02:57,young fit runners,52.55548414701471
88,2009-03-12 06:55:15,less fit and older,79.34663695944876
89,2009-03-09 03:59:51,young fit runners,39.33616713379693
90,2009-03-18 05:53:49,young fit runners,68.18550193399038
91,2009-03-21 08:40:51,less fit and older,57.685261840397374
92,2009-03-31 15:19:06,young fit runners,28.353267173425767
93,2009-03-24 17:42:00,less fit and older,71.79655773744702
94,2009-03-21 21:38:10,less fit and older,16.178956600104357
95,2009-03-31 07:10:45,less fit and older,67.59635466937615
96,2009-03-23 21:18:57,young fit runners,43.946072300553126
97,2009-03-09 08:19:42,less fit and older,75.17363585507718
98,2009-03-12 08:11:08,less fit and older,20.272612129963107
99,2009-03-01 09:44:59,less fit and older,56.34875682569282
100,2009-03-26 10:56:02,young fit runners,17.90908338385998
101,2009-03-27 13:18:20,young fit runners,87.17467163456708
102,2009-03-15 02:59:14,young fit runners,23.249859672089258
103,2009-03-25 09:22:44,young fit runners,32.38086527299776
104,2009-03-27 08:07:45,young fit runners,93.24828690498133
105,2009-03-26 11:00:56,less fit and older,32.52872449607749
106,2009-03-22 06:32:37,less fit and older,48.35039490136322
107,2009-03-11 08:50:54,young fit runners,75.2269812806775
108,2009-03-12 02:54:19,young fit runners,42.10986687826834
109,2009-03-22 04:20:52,less fit and older,26.77303451469488
110,2009-03-25 18:32:25,less fit and older,2.972162746989715
111,2009-03-02 02:24:05,young fit runners,95.64872761158902
112,2009-03-04 06:53:45,less fit and older,41.75556349616435
113,2009-03-19 21:53:39,less fit and older,84.25334468535878
114,2009-03-11 20:55:32,young fit runners,53.282117466410696
115,2009-03-21 21:21:13,young fit runners,79.56835231112944
116,2009-03-22 16:56:39,less fit and older,0.8710621614788416
117,2009-03-25 05:37:03,young fit runners,36.673469688972006
118,2009-03-12 06:57:24,less fit and older,7.895800004492104
119,2009-03-04 06:01:23,young fit runners,1.719826704592775
120,2009-03-27 09:15:20,less fit and older,59.41287765071647
121,2009-03-22 02:16:00,less fit and older,91.31214958002562
122,2009-03-12 13:44:08,young fit runners,43.83767140126141
123,2009-03-19 03:41:39,young fit runners,48.044423748783515
124,2009-03-12 21:45:47,young fit runners,50.14246960163329
125,2009-03-01 17:37:02,young fit runners,49.77717379878713
126,2009-03-05 18:07:04,less fit and older,14.543251893987385
127,2009-03-11 16:41:21,young fit runners,90.0144752271066
128,2009-03-14 09:18:48,young fit runners,17.88364250556095
129,2009-03-20 19:15:42,less fit and older,19.313960105341277
130,2009-03-10 07:55:07,young fit runners,20.94828633245732
131,2009-03-10 16:31:00,less fit and older,8.929898509862467
132,2009-03-06 07:25:40,young fit runners,47.13059484633547
133,2009-03-14 23:12:17,young fit runners,61.53214594263371
134,2009-03-19 22:43:18,less fit and older,93.85655516169071
135,2009-03-12 08:58:56,less fit and older,6.995303919398921
136,2009-03-26 00:46:46,young fit runners,58.61643804145233
137,2009-03-22 19:45:24,young fit runners,59.7631535880096
138,2009-03-21 12:04:36,less fit and older,39.028266732153284
139,2009-03-12 23:26:18,less fit and older,29.882726157693384
140,2009-03-04 23:32:26,less fit and older,49.75656088638638
141,2009-03-13 03:40:17,young fit runners,12.059943782722227
142,2009-03-21 15:18:48,young fit runners,12.70571003315073
143,2009-03-04 21:09:16,young fit runners,72.20248205046727
144,2009-03-16 16:12:22,young fit runners,52.95890296674196
145,2009-03-05 08:33:06,young fit runners,67.39770986084834
146,2009-03-16 06:15:48,young fit runners,28.36154341486059
147,2009-03-25 18:29:58,young fit runners,58.29941779515553
148,2009-03-27 04:10:27,less fit and older,42.67254579892237
149,2009-03-14 14:56:20,young fit runners,91.28251256900634
150,2009-03-27 17:05:48,young fit runners,54.36715890324224
151,2009-03-19 11:34:24,less fit and older,71.72752218060043
152,2009-03-24 08:35:50,less fit and older,36.701113349575344
153,2009-03-04 16:48:05,young fit runners,67.94041350896785
154,2009-03-17 06:24:02,less fit and older,73.45329524189722
155,2009-03-14 18:12:46,young fit runners,80.18411808224411
156,2009-03-28 13:16:09,young fit runners,86.04987645358703
157,2009-03-09 11:26:06,less fit and older,17.902836840254587
158,2009-03-04 04:27:28,less fit and older,67.09864436771853
159,2009-03-14 12:04:19,less fit and older,32.06918212674792
160,2009-03-15 22:36:21,young fit runners,22.34800685950399
161,2009-03-31 12:26:41,less fit and older,49.189862667537334
162,2009-03-31 04:32:43,young fit runners,45.77503498248675
163,2009-03-14 20:50:02,less fit and older,11.289726234201659
164,2009-03-11 13:17:27,less fit and older,70.4483832641341
165,2009-03-28 07:26:02,less fit and older,55.523899657133036
166,2009-03-16 08:25:55,less fit and older,7.898571546761824
167,2009-03-22 00:57:53,less fit and older,10.8548290072214
168,2009-03-25 22:49:50,young fit runners,45.27476833846045
169,2009-03-27 21:43:56,less fit and older,86.31791485328357
170,2009-03-31 22:31:27,young fit runners,27.21305673339146
171,2009-03-29 23:50:35,less fit and older,66.84016419153092
172,2009-03-19 23:27:33,less fit and older,6.818930385203537
173,2009-03-13 03:06:20,less fit and older,34.42082854533876
174,2009-03-09 17:11:58,young fit runners,36.10453678312181
175,2009-03-24 05:49:35,young fit runners,2.2787469189543774
176,2009-03-25 22:30:07,less fit and older,47.466218544493444
177,2009-03-13 02:17:47,less fit and older,26.714084939913562
178,2009-03-28 07:47:03,less fit and older,50.15069387142238
179,2009-03-11 09:12:45,young fit runners,77.97017472146122
180,2009-03-03 06:13:06,less fit and older,6.858108344103853
181,2009-03-22 05:52:39,young fit runners,0.8379213151528453
182,2009-03-01 12:18:59,young fit runners,61.43226107355385
183,2009-03-21 09:59:58,less fit and older,64.077147814833
184,2009-03-26 02:30:19,less fit and older,7.286411799225201
185,2009-03-18 13:21:44,less fit and older,30.99674694337864
186,2009-03-25 15:10:30,young fit runners,12.201724532838188
187,2009-03-14 19:12:56,less fit and older,34.11034368109941
188,2009-03-11 03:12:38,less fit and older,55.3972617264052
189,2009-03-30 06:14:36,young fit runners,53.563869576082546
190,2009-03-12 14:23:03,young fit runners,65.07958936369576
191,2009-03-19 00:39:40,less fit and older,2.115972619672968
192,2009-03-15 03:39:07,less fit and older,94.42523475758175
193,2009-03-31 23:25:42,young fit runners,54.345855508806096
194,2009-03-12 14:28:24,less fit and older,71.8004627966138
195,2009-03-31 06:26:03,young fit runners,63.41921279143074
196,2009-03-25 08:53:32,less fit and older,29.85014186402324
197,2009-03-14 14:30:58,less fit and older,41.42274649656683
198,2009-03-07 10:44:10,young fit runners,87.91940907967303
199,2009-03-03 23:01:21,young fit runners,9.816742712488924
200,2009-03-27 00:50:36,young fit runners,69.79292070252903
201,2009-03-25 19:55:50,young fit runners,90.22518337963558
202,2009-03-04 10:15:33,young fit runners,65.06122298420941
203,2009-03-18 22:35:21,young fit runners,61.95002501948515
204,2009-03-02 01:55:16,young fit runners,36.27505219333324
205,2009-03-09 10:52:24,less fit and older,66.35670919329071
206,2009-03-30 04:27:03,young fit runners,90.30266293809134
207,2009-03-07 22:17:06,young fit runners,76.77311143750583
208,2009-03-27 01:29:51,young fit runners,29.705130764786237
209,2009-03-09 15:37:55,less fit and older,4.644792130707643
210,2009-03-08 13:28:22,less fit and older,62.9046662477323
211,2009-03-31 02:55:45,less fit and older,83.98585039078348
212,2009-03-03 20:05:59,less fit and older,30.182820129159527
213,2009-03-17 10:18:10,young fit runners,38.25465351036392
214,2009-03-24 03:40:04,young fit runners,53.269722543096755
215,2009-03-15 23:07:37,young fit runners,25.87798226021262
216,2009-03-25 01:50:16,young fit runners,81.89750126741208
217,2009-03-17 14:55:29,young fit runners,2.6129866785539857
218,2009-03-01 18:33:35,less fit and older,21.18387976641286
219,2009-03-04 17:24:20,young fit runners,87.94151252950228
220,2009-03-16 08:43:36,young fit runners,92.35767351802522
221,2009-03-09 15:08:27,less fit and older,24.17525670013081
222,2009-03-21 08:45:22,young fit runners,56.324867652045064
223,2009-03-14 20:35:45,less fit and older,70.03250988934752
224,2009-03-29 13:54:07,less fit and older,26.888359367585135
225,2009-03-07 11:09:45,less fit and older,99.65255273971007
226,2009-03-24 21:32:40,less fit and older,22.123355901567354
227,2009-03-14 23:08:17,young fit runners,94.70899241848127
228,2009-03-10 04:26:13,young fit runners,52.15245920959861
229,2009-03-05 09:10:04,less fit and older,78.67806111859188
230,2009-03-13 10:13:48,young fit runners,19.424976695942064
231,2009-03-27 08:58:23,less fit and older,70.80185258576242
232,2009-03-21 07:03:45,less fit and older,59.38589903973984
233,2009-03-24 10:35:53,less fit and older,58.74208698157501
234,2009-03-18 02:15:32,less fit and older,30.37895656072054
235,2009-03-02 10:09:12,young fit runners,47.3189823491009
236,2009-03-07 16:53:56,young fit runners,78.23082601191528
237,2009-03-27 21:36:37,young fit runners,54.582032353939184
238,2009-03-17 02:06:55,less fit and older,45.49520231613107
239,2009-03-01 06:38:35,less fit and older,86.84004655766977
240,2009-03-21 00:09:44,young fit runners,89.78056331837364
241,2009-03-14 20:34:44,young fit runners,1.5137131033219564
242,2009-03-25 18:09:11,less fit and older,86.7756791217173
243,2009-03-30 06:50:11,young fit runners,51.241759291265566
244,2009-03-29 01:30:55,young fit runners,92.11325014228443
245,2009-03-26 09:32:37,young fit runners,30.620783680282127
246,2009-03-15 04:36:17,young fit runners,17.587335963409245
247,2009-03-04 02:18:13,less fit and older,98.01626565420558
248,2009-03-03 01:51:11,young fit runners,0.9885407708909777
249,2009-03-18 13:19:30,less fit and older,46.389679342887334
250,2009-03-28 21:52:26,young fit runners,20.565133829522008
251,2009-03-11 19:11:19,less fit and older,37.681747042858746
252,2009-03-28 02:12:33,young fit runners,8.449454611716856
253,2009-03-19 23:23:37,young fit runners,3.4154709669425354
254,2009-03-22 16:29:12,less fit and older,11.950896002333645
255,2009-03-22 04:12:45,less fit and older,59.233826128828724
256,2009-03-04 17:16:08,young fit runners,42.94466682037486
257,2009-03-31 03:44:57,less fit and older,65.2096181786234
258,2009-03-25 00:37:51,less fit and older,60.121511050813794
259,2009-03-10 22:02:27,less fit and older,35.977820662256796
260,2009-03-03 17:33:24,young fit runners,73.28063191379594
261,2009-03-15 05:08:52,young fit runners,29.96254404214951
262,2009-03-11 15:33:18,less fit and older,37.51205222653559
263,2009-03-11 00:10:49,young fit runners,7.928977117747649
264,2009-03-07 19:55:10,less fit and older,4.02430137864399
265,2009-03-07 13:16:32,young fit runners,99.88231508871036
266,2009-03-14 10:03:23,young fit runners,80.59986185805772
267,2009-03-06 09:54:30,young fit runners,75.4814802297563
268,2009-03-23 17:09:48,less fit and older,20.172683284049853
269,2009-03-11 05:09:22,young fit runners,99.53953569647712
270,2009-03-21 17:09:12,less fit and older,62.599651315058736
271,2009-03-10 23:59:36,less fit and older,91.37764673064507
272,2009-03-24 18:58:42,young fit runners,26.72747287596082
273,2009-03-11 07:11:58,less fit and older,87.88014649141063
274,2009-03-29 13:02:53,less fit and older,28.58419365848015
275,2009-03-09 12:34:01,young fit runners,19.03401033065807
276,2009-03-16 22:44:49,less fit and older,41.01287372592316
277,2009-03-27 14:29:12,less fit and older,57.71699667218958
278,2009-03-07 15:06:15,young fit runners,46.2198575266793
279,2009-03-30 14:25:18,less fit and older,32.6012921084732
280,2009-03-09 14:54:14,young fit runners,89.56353648731343
281,2009-03-04 03:09:52,less fit and older,85.39468575908587
282,2009-03-06 00:04:26,less fit and older,11.012729901106333
283,2009-03-09 01:02:12,less fit and older,73.95896313077938
284,2009-03-27 02:43:14,less fit and older,20.822723591253446
285,2009-03-14 06:56:42,young fit runners,74.0128612953379
286,2009-03-07 07:13:22,less fit and older,4.682774194557693
287,2009-03-24 03:29:24,less fit and older,83.05544863949837
288,2009-03-13 12:00:11,young fit runners,54.188479953409086
289,2009-03-11 15:05:53,less fit and older,18.279007122270308
290,2009-03-26 23:29:15,young fit runners,50.5072074501474
291,2009-03-30 10:04:02,less fit and older,50.633708486347864
292,2009-03-19 11:42:28,less fit and older,35.14764192849585
293,2009-03-01 19:49:01,young fit runners,28.51877579264177
294,2009-03-03 16:53:38,young fit runners,40.21693650478677
295,2009-03-12 12:29:05,less fit and older,60.66750469739514
296,2009-03-04 15:13:24,young fit runners,25.9269250419258
297,2009-03-04 03:55:29,less fit and older,28.37160198396105
298,2009-03-31 22:11:13,young fit runners,31.362218997996283
299,2009-03-08 04:45:01,young fit runners,42.212362634875774
300,2009-03-05 07:45:46,less fit and older,35.14292356920895
301,2009-03-30 14:39:18,less fit and older,3.020901878750737
302,2009-03-07 19:19:37,less fit and older,65.75285364410547
303,2009-03-07 14:50:23,less fit and older,5.5832430363941254
304,2009-03-18 03:43:58,less fit and older,97.34462616373591
305,2009-03-01 04:26:24,less fit and older,92.21928039455113
306,2009-03-23 21:28:56,young fit runners,5.018569623225511
307,2009-03-31 14:41:02,less fit and older,37.28744545114508
308,2009-03-25 22:10:38,young fit runners,34.110746399926605
309,2009-03-07 19:39:58,young fit runners,70.33873735345176
310,2009-03-28 08:09:48,less fit and older,15.442276416118506
311,2009-03-27 23:11:09,young fit runners,37.82079884445214
312,2009-03-24 19:58:21,young fit runners,66.5903151416068
313,2009-03-06 04:54:34,less fit and older,90.02988720760456
314,2009-03-23 07:05:24,young fit runners,84.17640044859958
315,2009-03-21 20:13:08,young fit runners,64.43772156849057
316,2009-03-10 05:12:43,young fit runners,71.37240486230162
317,2009-03-01 20:34:47,less fit and older,63.336108737509235
318,2009-03-21 07:48:35,less fit and older,94.30316048936403
319,2009-03-29 03:58:02,young fit runners,94.76716250178954
320,2009-03-21 20:14:05,young fit runners,7.8440483795700455
321,2009-03-19 10:04:42,young fit runners,87.51316669007406
322,2009-03-14 14:26:56,young fit runners,45.37489421670805
323,2009-03-08 08:52:47,less fit and older,39.3307095460242
324,2009-03-14 09:34:11,less fit and older,57.11034611883146
325,2009-03-31 15:51:46,less fit and older,61.77185873991885
326,2009-03-04 21:19:06,less fit and older,39.6941749500061
327,2009-03-07 09:06:38,young fit runners,94.41125943393978
328,2009-03-11 01:58:02,young fit runners,27.827530428023874
329,2009-03-14 10:48:38,young fit runners,11.324634573325266
330,2009-03-27 06:36:00,young fit runners,79.91155431908844
331,2009-03-04 11:56:51,young fit runners,27.932344997087554
332,2009-03-25 12:23:11,less fit and older,0.5198359441832223
333,2009-03-17 18:11:44,young fit runners,79.02778682032466
334,2009-03-01 15:14:34,less fit and older,48.76512911275115
335,2009-03-04 00:20:56,young fit runners,87.98856955919302
336,2009-03-10 21:29:27,less fit and older,49.8198442387234
337,2009-03-06 03:35:27,young fit runners,83.73787584386308
338,2009-03-02 19:12:16,less fit and older,82.82213034866258
339,2009-03-24 21:25:59,less fit and older,80.97269001694076
340,2009-03-14 11:11:48,less fit and older,86.61715957133612
341,2009-03-03 14:20:43,young fit runners,12.100989089141944
342,2009-03-08 13:03:38,less fit and older,45.11640987740726
343,2009-03-17 10:06:19,young fit runners,88.46204210627958
344,2009-03-13 07:26:24,young fit runners,84.71715320540343
345,2009-03-11 23:28:20,young fit runners,87.64278849754598
346,2009-03-21 14:48:20,less fit and older,45.29607639985693
347,2009-03-13 18:21:52,less fit and older,11.828838253332963
348,2009-03-29 01:05:03,less fit and older,60.217876580974774
349,2009-03-05 22:16:25,young fit runners,31.88797571055082
350,2009-03-25 18:37:05,less fit and older,34.58048652331869
351,2009-03-28 00:17:21,young fit runners,27.977116834062386
352,2009-03-10 03:20:25,less fit and older,26.456255119859907
353,2009-03-29 01:00:51,young fit runners,51.375891280800026
354,2009-03-14 04:10:23,less fit and older,49.59351110589304
355,2009-03-24 00:52:22,young fit runners,71.41174915131072
356,2009-03-13 08:42:36,less fit and older,28.70163634330718
357,2009-03-08 10:44:47,less fit and older,11.008671526534265
358,2009-03-03 02:25:18,young fit runners,9.895945167215059
359,2009-03-27 11:17:04,less fit and older,81.77087400881081
360,2009-03-11 01:59:16,less fit and older,52.83638838002508
361,2009-03-24 09:04:33,less fit and older,7.722526164348887
362,2009-03-29 17:34:31,less fit and older,68.90408276859694
363,2009-03-30 04:19:07,young fit runners,39.21158132828511
364,2009-03-18 11:42:40,young fit runners,8.145202056366664
365,2009-03-13 09:15:17,less fit and older,26.410279303012175
366,2009-03-30 11:11:57,young fit runners,42.333938539420856
367,2009-03-15 06:25:56,less fit and older,80.5853079199129
368,2009-03-19 23:44:10,less fit and older,22.45151546160199
369,2009-03-17 08:06:45,less fit and older,2.308299093768429
370,2009-03-28 16:10:21,young fit runners,65.53514865336899
371,2009-03-02 13:54:15,less fit and older,45.69678511172401
372,2009-03-07 01:22:02,young fit runners,51.20756633730173
373,2009-03-19 13:40:08,less fit and older,53.754263888276036
374,2009-03-15 01:56:27,young fit runners,17.955674217078123
375,2009-03-11 08:41:11,less fit and older,57.347058242937955
376,2009-03-10 19:38:16,young fit runners,51.51253717630841
377,2009-03-20 06:28:04,less fit and older,74.90551460931904
378,2009-03-25 17:39:05,less fit and older,57.51512907291991
379,2009-03-20 06:18:23,young fit runners,87.11580702470741
380,2009-03-01 02:05:26,young fit runners,38.308793008690955
381,2009-03-31 18:35:57,less fit and older,23.477939745710596
382,2009-03-27 08:31:21,young fit runners,95.40765630540324
383,2009-03-29 19:40:34,less fit and older,32.0271501058423
384,2009-03-25 20:02:05,less fit and older,49.01980567713448
385,2009-03-06 10:16:23,young fit runners,49.26596633741938
386,2009-03-06 12:57:51,young fit runners,23.461766489781276
387,2009-03-02 05:14:59,less fit and older,39.8893659863245
388,2009-03-26 23:53:43,less fit and older,97.18255034529086
389,2009-03-26 12:10:07,young fit runners,25.343077271256842
390,2009-03-26 20:59:04,young fit runners,5.812106324162092
391,2009-03-20 07:15:44,young fit runners,64.14451669403444
392,2009-03-31 16:52:23,less fit and older,42.87323093428297
393,2009-03-15 18:16:58,young fit runners,35.741603358527506
394,2009-03-17 10:18:47,less fit and older,43.85959447788933
395,2009-03-12 14:20:45,young fit runners,59.04029242472929
396,2009-03-21 20:41:19,young fit runners,80.97196357075013
397,2009-03-25 00:34:47,less fit and older,2.1935012518604857
398,2009-03-31 19:53:53,less fit and older,7.634496265308011
399,2009-03-13 04:48:50,young fit runners,18.894437947368825
400,2009-03-12 13:16:02,young fit runners,16.155995542339742
401,2009-03-13 05:56:35,less fit and older,70.76564205621068
402,2009-03-16 03:35:20,less fit and older,64.15547630423741
403,2009-03-07 05:41:38,young fit runners,37.23872528444143
404,2009-03-20 14:21:18,young fit runners,42.23103736914495
405,2009-03-09 18:31:51,less fit and older,63.68087763740509
406,2009-03-05 16:38:04,less fit and older,15.156599437828755
407,2009-03-14 23:27:48,young fit runners,57.76210015730737
408,2009-03-18 08:10:43,less fit and older,16.270976296364836
409,2009-03-31 10:05:45,young fit runners,77.94234856653306
410,2009-03-04 17:13:44,young fit runners,89.68537747408499
411,2009-03-10 12:02:45,young fit runners,91.16625455329986
412,2009-03-07 18:37:19,less fit and older,37.69327667656284
413,2009-03-10 01:03:20,less fit and older,76.23411561919431
414,2009-03-20 11:20:54,young fit runners,75.8760522808329
415,2009-03-12 23:39:53,less fit and older,42.61535930259117
416,2009-03-23 00:07:23,young fit runners,49.2026406353486
417,2009-03-13 21:44:08,young fit runners,43.33979482594938
418,2009-03-26 17:52:05,young fit runners,69.60407492720813
419,2009-03-17 06:36:17,less fit and older,80.01589717486485
420,2009-03-02 01:25:11,young fit runners,31.03831359150989
421,2009-03-10 10:04:41,young fit runners,38.05245144038347
422,2009-03-31 15:33:48,less fit and older,25.3828681932872
423,2009-03-14 03:13:15,young fit runners,30.79756217417432
424,2009-03-05 10:22:03,less fit and older,95.24922216606232
425,2009-03-31 03:54:57,less fit and older,44.36075378685621
426,2009-03-27 16:22:20,young fit runners,28.141163255239643
427,2009-03-13 22:36:21,young fit runners,75.98687076524595
428,2009-03-11 11:43:42,young fit runners,0.15292528590166166
429,2009-03-19 16:59:23,less fit and older,85.8877734475437
430,2009-03-10 20:34:58,young fit runners,37.62965694440076
431,2009-03-11 12:44:59,young fit runners,37.77379195676642
432,2009-03-19 07:26:55,less fit and older,89.82811553038734
433,2009-03-21 01:29:08,less fit and older,18.64441670170831
434,2009-03-15 03:55:14,less fit and older,58.07842812790972
435,2009-03-07 11:04:07,young fit runners,16.058681942194063
436,2009-03-12 02:12:35,young fit runners,74.98390520612942
437,2009-03-28 14:31:54,young fit runners,45.17351568343876
438,2009-03-07 00:16:38,young fit runners,40.88720448262767
439,2009-03-31 03:59:05,young fit runners,67.48801259676928
440,2009-03-06 22:23:32,less fit and older,72.10946503293457
441,2009-03-19 09:02:22,young fit runners,53.42282012228288
442,2009-03-17 13:03:35,less fit and older,23.334093753827933
443,2009-03-07 00:51:30,less fit and older,30.019612891072466
444,2009-03-09 10:26:22,young fit runners,24.89634732545816
445,2009-03-07 06:37:54,young fit runners,87.48583400138207
446,2009-03-08 10:19:48,less fit and older,17.34046075710378
447,2009-03-16 05:25:31,young fit runners,43.424753875512046
448,2009-03-20 19:50:46,less fit and older,49.51753225561259
449,2009-03-11 22:24:56,less fit and older,38.38077342443088
450,2009-03-31 21:47:50,young fit runners,85.51245281360549
451,2009-03-09 11:45:36,less fit and older,33.144054590911196
452,2009-03-05 09:18:39,young fit runners,70.23552823125
453,2009-03-01 19:05:19,young fit runners,77.49501297632646
454,2009-03-04 18:28:34,less fit and older,69.42504362266256
455,2009-03-22 12:41:35,less fit and older,78.87017749279914
456,2009-03-04 18:10:43,less fit and older,31.182712798255206
457,2009-03-24 12:42:52,young fit runners,65.16056113253164
458,2009-03-18 22:58:01,young fit runners,73.03764081825287
459,2009-03-15 22:00:02,less fit and older,33.78725568797606
460,2009-03-05 05:43:40,less fit and older,50.31073615673578
461,2009-03-06 20:57:40,young fit runners,44.773069703165014
462,2009-03-22 04:58:17,young fit runners,48.347177755928016
463,2009-03-26 00:37:40,young fit runners,22.74057455067232
464,2009-03-14 09:30:38,young fit runners,23.53482726837398
465,2009-03-23 18:56:24,less fit and older,38.37431901337668
466,2009-03-21 10:45:18,young fit runners,48.15077379726391
467,2009-03-25 05:49:31,young fit runners,49.336990583121064
468,2009-03-29 08:35:19,young fit runners,62.89132854961017
469,2009-03-06 06:01:47,young fit runners,70.8519581197227
470,2009-03-25 09:52:38,young fit runners,50.96154793839429
471,2009-03-10 08:24:44,young fit runners,89.04541303230447
472,2009-03-07 07:52:18,less fit and older,74.33713925417531
473,2009-03-06 11:39:37,less fit and older,93.23224413388024
474,2009-03-14 08:40:34,young fit runners,72.26284128693088
475,2009-03-10 09:39:32,less fit and older,66.10638906160882
476,2009-03-16 06:17:23,young fit runners,24.465945565505464
477,2009-03-08 10:16:47,young fit runners,60.45454912484869
478,2009-03-26 08:29:09,less fit and older,31.46978030709183
479,2009-03-03 08:28:05,less fit and older,98.56995034880288
480,2009-03-13 05:42:41,less fit and older,87.38400298915089
